Verein_nr;Spieler Name;player_nr;Datum;old_club_name;old_club_nr;old_club_country;new_club_name;new_club_nr;new_club_country;MW;Ablöse
;;192167;31.08.2021;olympiakos piraus;683;Greece;nottingham forest;703;England;1,00 Mio €;?
;;192167;27.09.2020;sc freiburg;60;Germany;olympiakos piraus;683;Greece;1,60 Mio €;1,00 Mio.
;;192167;30.06.2020;sc paderborn 07;127;Germany;sc freiburg;60;Germany;1,60 Mio.;Leih Ende
;;192167;02.07.2018;sc freiburg;60;Germany;sc paderborn 07;127;Germany;200 Tsd €;Leihgebühr:75 Tsd €
;;192167;01.07.2018;sc freiburg ii;245;Germany;sc freiburg;60;Germany;200 Tsd €;-
;;192167;01.07.2015;sc freiburg u19;4042;Germany;sc freiburg ii;245;Germany;75 Tsd €;-
;;192167;01.07.2013;sc freiburg u17;21075;Germany;sc freiburg u19;4042;Germany;-;-
;;192167;01.07.2011;sc freiburg jugend;18042;Germany;sc freiburg u17;21075;Germany;-;-
;;192167;01.07.2009;psv freiburg jugend;45449;Germany;sc freiburg jugend;18042;Germany;-;ablösefrei
;;290032;30.06.2024;fc basel 1893;26;Switzerland;hellas verona;276;Italy;500 Tsd €;Leih Ende
;;290032;06.09.2023;hellas verona;276;Italy;fc basel 1893;26;Switzerland;800 Tsd €;Leihe
;;290032;30.06.2023;bsc young boys;452;Switzerland;hellas verona;276;Italy;800 Tsd €;Leih Ende
;;290032;16.07.2022;hellas verona;276;Italy;bsc young boys;452;Switzerland;1,20 Mio €;Leihe
;;290032;30.06.2022;fc lugano;2790;Switzerland;hellas verona;276;Italy;1,20 Mio €;Leih Ende
;;290032;03.02.2022;hellas verona;276;Italy;fc lugano;2790;Switzerland;2,20 Mio €;Leihgebühr:150 Tsd €
;;290032;01.09.2020;fc zurich;260;Switzerland;hellas verona;276;Italy;5,40 Mio €;2,00 Mio €
;;290032;01.07.2017;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;-;-
;;290032;01.07.2016;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;290032;01.07.2014;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;51346;19.07.2021;borussia monchengladbach;18;Germany;fc basel 1893;26;Switzerland;800 Tsd €;ablösefrei
;;51346;07.07.2020;sv werder bremen;86;Germany;borussia monchengladbach;18;Germany;950 Tsd €;Leih Ende
;;51346;29.08.2019;borussia monchengladbach;18;Germany;sv werder bremen;86;Germany;4,50 Mio €;Leihgebühr:600 Tsd €
;;51346;01.07.2018;fc basel 1893;26;Switzerland;borussia monchengladbach;18;Germany;5,75 Mio €;2,80 Mio €
;;51346;01.07.2015;grasshopper club zurich;504;Switzerland;fc basel 1893;26;Switzerland;2,00 Mio €;ablösefrei
;;51346;01.07.2011;fc st gallen 1879;257;Switzerland;grasshopper club zurich;504;Switzerland;600 Tsd €;300 Tsd €
;;51346;01.07.2007;fc st gallen 1879 u21;9178;Switzerland;fc st gallen 1879;257;Switzerland;-;-
;;805714;28.08.2023;sporting lissabon b;10949;Portugal;fc basel 1893;26;Switzerland;1,00 Mio €;4,60 Mio €
;;805714;15.08.2023;fc augsburg;167;Germany;sporting lissabon b;10949;Portugal;1,00 Mio €;Leih Ende
;;805714;31.01.2023;sporting lissabon b;10949;Portugal;fc augsburg;167;Germany;-;Leihgebühr:200 Tsd €
;;805714;01.07.2022;sporting lissabon u23;67909;Portugal;sporting lissabon b;10949;Portugal;-;-
;;805714;01.07.2020;sporting lissabon u17;48365;Portugal;sporting lissabon u23;67909;Portugal;-;-
;;805714;01.07.2019;real sc u17;61165;Portugal;sporting lissabon u17;48365;Portugal;-;-
;;805714;01.07.2018;real sc u15;61166;Portugal;real sc u17;61165;Portugal;-;-
;;805714;01.07.2016;;515;;real sc u15;61166;Portugal;-;-
;;805714;01.07.2013;sporting lissabon jugend;53957;Portugal;;515;;-;-
;;667457;21.07.2023;fc basel 1893 u21;5299;Switzerland;fc basel 1893;26;Portugal;100 Tsd €;-
;;667457;01.07.2022;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;667457;01.07.2020;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;667457;01.07.2019;fc basel 1893 u15;59474;Switzerland;fc basel 1893 u16;32336;Switzerland;-;-
;;113125;30.06.2013;grasshopper club zurich;504;Switzerland;fc basel 1893;26;Switzerland;350 Tsd €;Leih Ende
;;113125;18.01.2012;fc basel 1893;26;Switzerland;grasshopper club zurich;504;Switzerland;150 Tsd €;Leihe
;;113125;01.07.2010;fc basel 1893 u21;5299;Switzerland;fc basel 1893;26;Switzerland;-;-
;;113125;01.07.2008;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;52595;01.01.2018;1 fsv mainz 05;39;Germany;fc basel 1893;26;Switzerland;2,25 Mio €;1,50 Mio €
;;52595;01.07.2015;fc basel 1893;26;Switzerland;1 fsv mainz 05;39;Germany;5,00 Mio €;3,60 Mio €
;;52595;30.06.2011;fc st gallen 1879;257;Switzerland;fc basel 1893;26;Switzerland;900 Tsd €;Leih Ende
;;52595;01.07.2009;fc basel 1893;26;Switzerland;fc st gallen 1879;257;Switzerland;800 Tsd €;Leihe
;;52595;01.07.2007;fc basel 1893 u21;5299;Switzerland;fc basel 1893;26;Switzerland;-;-
;;52595;01.07.2005;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;52595;01.07.2004;fc winterthur jugend;20939;Switzerland;fc basel 1893 u18;14322;Switzerland;-;?
;;900486;25.07.2023;dinamo tiflis;663;Georgia;fc basel 1893;26;Switzerland;800 Tsd €;700 Tsd €
;;900486;01.08.2022;dinamo tiflis academy;19692;Georgia;dinamo tiflis;663;Georgia;-;-
;;863745;12.01.2024;fc stade lausanne ouchy;5499;Switzerland;fc basel 1893;26;Switzerland;800 Tsd €;Leih Ende
;;863745;07.09.2023;fc basel 1893;26;Switzerland;fc stade lausanne ouchy;5499;Switzerland;500 Tsd €;Leihe
;;863745;03.01.2022;berekum chelsea fc;35137;Ghana;fc basel 1893;26;Switzerland;25 Tsd €;?
;;863745;01.03.2021;berekum chelsea ii;72619;Ghana;berekum chelsea fc;35137;Ghana;25 Tsd €;-
;;191486;01.01.2024;shimizu s pulse;1062;Japan;fc basel 1893;26;Switzerland;300 Tsd €;ablösefrei
;;191486;23.07.2021;fc zurich;260;Switzerland;shimizu s pulse;1062;Japan;700 Tsd €;ablösefrei
;;191486;21.07.2018;fc lausanne sport;527;Switzerland;fc zurich;260;Switzerland;2,00 Mio €;900 Tsd €
;;191486;01.07.2016;fc biel bienne 1896;2155;Switzerland;fc lausanne sport;527;Switzerland;450 Tsd €;ablösefrei
;;191486;30.06.2016;bsc young boys;452;Switzerland;fc biel bienne 1896;2155;Switzerland;450 Tsd €;Leih Ende
;;191486;13.01.2016;fc biel bienne 1896;2155;Switzerland;bsc young boys;452;Switzerland;450 Tsd €;Leihe
;;191486;07.07.2015;fc sion;321;Switzerland;fc biel bienne 1896;2155;Switzerland;300 Tsd €;ablösefrei
;;191486;30.06.2015;fc le mont ls;12424;Switzerland;fc sion;321;Switzerland;300 Tsd €;Leih Ende
;;191486;02.08.2014;fc sion;321;Switzerland;fc le mont ls;12424;Switzerland;200 Tsd €;Leihe
;;191486;01.07.2013;fc sion u21;8508;Switzerland;fc sion;321;Switzerland;50 Tsd €;-
;;191486;01.11.2011;fc monthey;22011;Switzerland;fc sion u21;8508;Switzerland;-;ablösefrei
;;659352;07.02.2024;grasshopper club zurich;504;Switzerland;fc basel 1893;26;Switzerland;800 Tsd €;?
;;659352;12.01.2022;grasshopper club zurich u21;5502;Switzerland;grasshopper club zurich;504;Switzerland;-;-
;;659352;01.08.2021;grasshopper club zurich u18;14543;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;-
;;659352;01.07.2020;grasshopper club zurich u16;32339;Switzerland;grasshopper club zurich u18;14543;Switzerland;-;-
;;659352;01.07.2019;grasshopper club zurich u15;56541;Switzerland;grasshopper club zurich u16;32339;Switzerland;-;-
;;806015;01.07.2022;rasenballsport leipzig u17;32942;Austria;fc basel 1893;26;Switzerland;-;ablösefrei
;;806015;01.07.2020;rasenballsport leipzig jugend;39962;Austria;rasenballsport leipzig u17;32942;Austria;-;-
;;654234;01.07.2022;hertha bsc;44;Germany;fc basel 1893;26;Switzerland;750 Tsd €;750 Tsd €
;;654234;31.01.2022;hertha bsc u19;2827;Germany;hertha bsc;44;Germany;-;-
;;654234;01.07.2020;hertha bsc u17;21066;Germany;hertha bsc u19;2827;Germany;-;-
;;654234;01.07.2019;hertha bsc u16;42338;Germany;hertha bsc u17;21066;Germany;-;-
;;654234;01.07.2018;hertha bsc jugend;11844;Germany;hertha bsc u16;42338;Germany;-;-
;;654234;01.07.2012;sportfreunde kladow jugend;65757;Germany;hertha bsc jugend;11844;Germany;-;ablösefrei
;;925199;21.07.2023;fc basel 1893 u21;5299;Switzerland;fc basel 1893;26;Switzerland;100 Tsd €;-
;;925199;01.07.2023;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;100 Tsd €;-
;;925199;01.07.2022;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;925199;01.07.2021;fc basel 1893 u15;59474;Switzerland;fc basel 1893 u16;32336;Switzerland;-;-
;;847283;28.08.2023;ca huracan;2063;Argentina;fc basel 1893;26;Switzerland;4,00 Mio €;3,90 Mio €
;;847283;01.07.2022;ca huracan ii;15954;Argentina;ca huracan;2063;Argentina;150 Tsd €;-
;;847283;01.09.2020;club atletico huracan u20;15105;Argentina;ca huracan ii;15954;Argentina;-;-
;;548031;30.06.2024;fc basel 1893;26;Switzerland;galatasaray;141;Tï¿½rkiye;3,00 Mio €;Leih Ende
;;548031;16.08.2023;galatasaray;141;Tï¿½rkiye;fc basel 1893;26;Switzerland;5,00 Mio €;Leihe
;;548031;08.09.2022;sk rapid wien;170;Austria;galatasaray;141;Tï¿½rkiye;5,00 Mio €;6,00 Mio €
;;548031;13.01.2022;fc barcelona;131;Spain;sk rapid wien;170;Austria;10,00 Mio €;Leih Ende
;;548031;09.07.2021;sk rapid wien;170;Austria;fc barcelona;131;Spain;8,00 Mio €;Leihgebühr:500 Tsd €
;;548031;01.07.2019;aka rapid wien u18;4753;Austria;sk rapid wien;170;Austria;-;-
;;548031;01.07.2018;aka rapid wien u16;42824;Austria;aka rapid wien u18;4753;Austria;-;-
;;548031;01.01.2018;aka rapid wien u15;42823;Austria;aka rapid wien u16;42824;Austria;-;-
;;548031;01.07.2016;sk rapid wien jugend;20134;Austria;aka rapid wien u15;42823;Austria;-;-
;;548031;26.08.2013;first vienna fc jugend;18531;Austria;sk rapid wien jugend;20134;Austria;-;?
;;922788;21.07.2023;fc basel 1893 u21;5299;Switzerland;fc basel 1893;26;Switzerland;100 Tsd €;-
;;922788;01.07.2022;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;922788;01.01.2022;servette fc u18;5506;Switzerland;fc basel 1893 u18;14322;Switzerland;-;?
;;922788;01.07.2021;servette fc u16;78008;Switzerland;servette fc u18;5506;Switzerland;-;-
;;937941;03.07.2023;sk beveren;28643;Belgium;fc basel 1893;26;Switzerland;1,30 Mio €;3,00 Mio €
;;937941;06.07.2022;fc sochaux montbeliard b;10825;France;sk beveren;28643;Belgium;-;ablösefrei
;;937941;01.07.2021;sporting club de toulon u19;16194;France;fc sochaux montbeliard b;10825;France;-;ablösefrei
;;376460;17.08.2023;maccabi tel aviv;119;Israel;fc basel 1893;26;Switzerland;3,50 Mio €;2,80 Mio €
;;376460;02.02.2022;fk cukaricki;6621;Serbia;maccabi tel aviv;119;Israel;1,70 Mio €;1,90 Mio €
;;376460;01.01.2021;;515;;fk cukaricki;6621;Serbia;650 Tsd €;-
;;376460;05.10.2020;fc cadiz;2687;Spain;;515;;725 Tsd €;-
;;376460;27.07.2020;fc cartagena;7077;Spain;fc cadiz;2687;Spain;725 Tsd €;Leih Ende
;;376460;02.09.2019;fc cadiz;2687;Spain;fc cartagena;7077;Spain;1,00 Mio €;Leihe
;;376460;31.01.2019;ksc lokeren 2020 ;498;Spain;fc cadiz;2687;Spain;1,20 Mio €;ablösefrei
;;376460;06.08.2018;fk partizan belgrad;669;Serbia;ksc lokeren 2020 ;498;Spain;1,50 Mio €;450 Tsd €
;;376460;01.07.2016;fk partizan belgrad u19;12373;Serbia;fk partizan belgrad;669;Serbia;50 Tsd €;-
;;405568;11.08.2023;fc augsburg;167;Germany;fc basel 1893;26;Switzerland;1,80 Mio €;2,00 Mio €
;;405568;30.06.2023;wolfsberger ac;4441;Austria;fc augsburg;167;Germany;1,80 Mio €;Leih Ende
;;405568;31.08.2022;fc augsburg;167;Germany;wolfsberger ac;4441;Austria;500 Tsd €;Leihgebühr:100 Tsd €
;;405568;30.06.2022;1 fc heidenheim 1846;2036;Germany;fc augsburg;167;Germany;500 Tsd €;Leih Ende
;;405568;30.08.2021;fc augsburg;167;Germany;1 fc heidenheim 1846;2036;Germany;650 Tsd €;Leihgebühr:200 Tsd €
;;405568;30.06.2021;sv wehen wiesbaden;108;Germany;fc augsburg;167;Germany;650 Tsd €;Leih Ende
;;405568;15.08.2020;fc augsburg;167;Germany;sv wehen wiesbaden;108;Germany;325 Tsd €;Leihgebühr:50 Tsd €
;;405568;01.07.2019;fc augsburg u19;4780;Germany;fc augsburg;167;Germany;-;-
;;405568;01.07.2017;fc augsburg u17;29176;Germany;fc augsburg u19;4780;Germany;-;-
;;405568;01.07.2016;fc augsburg jugend;28103;Germany;fc augsburg u17;29176;Germany;-;-
;;700479;09.01.2024;fc basel 1893 u21;5299;Switzerland;fc basel 1893;26;Switzerland;300 Tsd €;-
;;700479;01.07.2022;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;700479;03.09.2021;fc sion u18;14211;Switzerland;fc basel 1893 u18;14322;Switzerland;-;?
;;700479;01.07.2021;fc sion u16;84407;Switzerland;fc sion u18;14211;Switzerland;-;-
;;700479;01.07.2020;fc sion jugend;42250;Switzerland;fc sion u16;84407;Switzerland;-;-
;;264956;01.07.2022;fc nantes;995;France;fc basel 1893;26;Switzerland;1,50 Mio €;ablösefrei
;;264956;05.10.2020;leeds united;399;England;fc nantes;995;France;6,00 Mio €;ablösefrei
;;264956;01.07.2020;rasenballsport leipzig;23826;Germany;leeds united;399;England;9,50 Mio €;21,00 Mio €
;;264956;30.06.2020;leeds united;399;England;rasenballsport leipzig;23826;Germany;9,50 Mio €;Leih Ende
;;264956;27.01.2020;rasenballsport leipzig;23826;Germany;leeds united;399;England;14,00 Mio €;Leihe
;;264956;26.01.2020;as monaco;162;France;rasenballsport leipzig;23826;Germany;14,00 Mio €;Leih Ende
;;264956;01.09.2019;rasenballsport leipzig;23826;Germany;as monaco;162;France;16,00 Mio €;Leihgebühr:4,00 Mio €
;;264956;06.07.2017;fc paris saint germain;583;France;rasenballsport leipzig;23826;Germany;3,00 Mio €;16,00 Mio €
;;264956;01.02.2015;fc paris saint germain b;8512;France;fc paris saint germain;583;France;-;-
;;264956;01.07.2014;fc paris saint germain u19;6326;France;fc paris saint germain b;8512;France;-;-
;;264956;01.07.2013;fc paris saint germain u17;54295;France;fc paris saint germain u19;6326;France;-;-
;;264956;01.07.2011;fc paris saint germain jugend;82891;France;fc paris saint germain u17;54295;France;-;-
;;264956;01.07.2009;ac boulogne billancourt jugend;83012;France;fc paris saint germain jugend;82891;France;-;ablösefrei
;;195906;01.02.2024;gaziantep fk;2832;Tï¿½rkiye;fc basel 1893;26;Switzerland;1,30 Mio €;ablösefrei
;;195906;04.09.2023;celtic glasgow;371;Scotland;gaziantep fk;2832;Tï¿½rkiye;1,70 Mio €;585 Tsd €
;;195906;30.06.2023;sk sturm graz;122;Austria;celtic glasgow;371;Scotland;1,70 Mio €;Leih Ende
;;195906;31.08.2022;celtic glasgow;371;Scotland;sk sturm graz;122;Austria;2,50 Mio €;Leihe
;;195906;13.08.2020;west ham united;379;England;celtic glasgow;371;Scotland;4,80 Mio €;5,50 Mio €
;;195906;08.08.2019;fc basel 1893;26;Switzerland;west ham united;379;England;7,00 Mio €;11,30 Mio €
;;195906;02.10.2017;fc st gallen 1879;257;Switzerland;fc basel 1893;26;Switzerland;1,50 Mio €;1,39 Mio €
;;195906;01.07.2017;fc augsburg;167;Germany;fc st gallen 1879;257;Switzerland;1,50 Mio €;1,00 Mio €
;;195906;30.06.2017;fc st gallen 1879;257;Switzerland;fc augsburg;167;Germany;1,50 Mio €;Leih Ende
;;195906;31.08.2016;fc augsburg;167;Germany;fc st gallen 1879;257;Switzerland;1,00 Mio €;Leihe
;;195906;08.01.2016;fc basel 1893;26;Switzerland;fc augsburg;167;Germany;1,00 Mio €;1,00 Mio €
;;195906;01.01.2015;fc basel 1893 u21;5299;Switzerland;fc basel 1893;26;Switzerland;500 Tsd €;-
;;195906;01.07.2013;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;195906;01.07.2012;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;195906;01.07.2011;fc basel 1893 jugend;42366;Switzerland;fc basel 1893 u16;32336;Switzerland;-;-
;;583011;30.06.2023;fc aarau;116;Switzerland;fc basel 1893;26;Switzerland;350 Tsd €;Leih Ende
;;583011;26.07.2022;fc basel 1893;26;Switzerland;fc aarau;116;Switzerland;100 Tsd €;Leihe
;;583011;01.07.2021;fc basel 1893 u18;14322;Switzerland;fc basel 1893;26;Switzerland;100 Tsd €;-
;;583011;01.07.2019;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;583011;01.07.2018;fc basel 1893 u15;59474;Switzerland;fc basel 1893 u16;32336;Switzerland;-;-
;;448169;10.09.2021;fc schaffhausen;1277;Switzerland;fc lugano;2790;Switzerland;250 Tsd €;?
;;448169;10.07.2019;fc schaffhausen jugend;20938;Switzerland;fc schaffhausen;1277;Switzerland;100 Tsd €;-
;;448169;30.06.2019;grasshopper club zurich u21;5502;Switzerland;fc schaffhausen jugend;20938;Switzerland;100 Tsd €;Leih Ende
;;448169;01.07.2018;fc schaffhausen jugend;20938;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;Leihe
;;448169;30.06.2018;fc winterthur u21;14156;Switzerland;fc schaffhausen jugend;20938;Switzerland;-;Leih Ende
;;448169;02.08.2017;fc schaffhausen jugend;20938;Switzerland;fc winterthur u21;14156;Switzerland;-;Leihe
;;135471;04.08.2022;fc rapperswil jona;8463;Switzerland;fc lugano;2790;Switzerland;100 Tsd €;ablösefrei
;;135471;30.06.2022;grasshopper club zurich u21;5502;Switzerland;fc rapperswil jona;8463;Switzerland;100 Tsd €;Leih Ende
;;135471;10.08.2020;fc rapperswil jona;8463;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;Leihe
;;135471;01.07.2020;fc luzern u21;5494;Switzerland;fc rapperswil jona;8463;Switzerland;-;ablösefrei
;;135471;01.07.2019;team fc luzern sc kriens u18;14332;Switzerland;fc luzern u21;5494;Switzerland;-;-
;;135471;01.07.2018;team fc luzern sc kriens u17;25022;Switzerland;team fc luzern sc kriens u18;14332;Switzerland;-;-
;;655629;11.07.2023;ac mailand u19;10958;Italy;fc lugano;2790;Switzerland;25 Tsd €;?
;;655629;01.07.2021;asteras tripolis;6676;Greece;ac mailand u19;10958;Italy;-;500 Tsd €
;;655629;30.06.2021;ac mailand u19;10958;Italy;asteras tripolis;6676;Greece;-;Leih Ende
;;655629;28.09.2020;asteras tripolis;6676;Greece;ac mailand u19;10958;Italy;-;Leihe
;;655629;03.08.2020;asteras tripolis u17;74176;Greece;asteras tripolis;6676;Greece;-;-
;;655629;03.09.2019;pas giannina u17;74175;Greece;asteras tripolis u17;74176;Greece;-;ablösefrei
;;199453;20.08.2020;;515;;fc lugano;2790;Switzerland;125 Tsd €;-
;;199453;01.07.2020;sc kriens;2074;Switzerland;;515;;125 Tsd €;-
;;199453;01.07.2014;zug 94;2050;Switzerland;sc kriens;2074;Switzerland;-;ablösefrei
;;199453;01.01.2014;pausiert;2113;;zug 94;2050;Switzerland;-;-
;;199453;01.07.2013;fc emmenbrucke;8888;Switzerland;pausiert;2113;;-;ablösefrei
;;199453;01.09.2012;fc luzern u21;5494;Switzerland;fc emmenbrucke;8888;Switzerland;-;ablösefrei
;;199453;01.07.2011;team fc luzern sc kriens u18;14332;Switzerland;fc luzern u21;5494;Switzerland;-;-
;;579459;01.04.2023;juventus next gen;41101;Italy;fc lugano;2790;Switzerland;400 Tsd €;742 Tsd €
;;579459;31.03.2023;fc lugano;2790;Switzerland;juventus next gen;41101;Italy;400 Tsd €;Leih Ende
;;579459;08.07.2022;juventus next gen;41101;Italy;fc lugano;2790;Switzerland;300 Tsd €;Leihe
;;579459;30.06.2022;fc basel 1893;26;Switzerland;juventus next gen;41101;Italy;300 Tsd €;Leih Ende
;;579459;04.01.2022;juventus turin u19;11008;Italy;fc basel 1893;26;Switzerland;300 Tsd €;Leihe
;;579459;15.07.2021;fc basel 1893 u21;5299;Switzerland;juventus turin u19;11008;Italy;300 Tsd €;Leih Ende
;;579459;14.09.2020;juventus turin u19;11008;Italy;fc basel 1893 u21;5299;Switzerland;-;Leihe
;;579459;07.09.2020;fc basel 1893 u18;14322;Switzerland;juventus turin u19;11008;Italy;-;4,50 Mio €
;;579459;01.07.2019;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;345780;01.07.2022;fc bayern munchen;27;Germany;fc lugano;2790;Switzerland;1,00 Mio €;400 Tsd €
;;345780;30.06.2022;sv werder bremen;86;Germany;fc bayern munchen;27;Germany;1,00 Mio €;Leih Ende
;;345780;01.07.2021;fc bayern munchen;27;Germany;sv werder bremen;86;Germany;2,00 Mio €;Leihe
;;345780;30.06.2021;sv darmstadt 98;105;Germany;fc bayern munchen;27;Germany;2,00 Mio €;Leih Ende
;;345780;21.07.2020;fc bayern munchen;27;Germany;sv darmstadt 98;105;Germany;1,80 Mio €;Leihe
;;345780;01.07.2019;fc bayern munchen ii;28;Germany;fc bayern munchen;27;Germany;600 Tsd €;-
;;345780;01.07.2018;fc bayern munchen u19;1462;Germany;fc bayern munchen ii;28;Germany;600 Tsd €;-
;;345780;01.07.2017;fc bayern munchen u17;21058;Germany;fc bayern munchen u19;1462;Germany;-;-
;;345780;01.07.2015;fc bayern munchen u16;23112;Germany;fc bayern munchen u17;21058;Germany;-;-
;;345780;01.07.2014;dynamo dresden jugend;29709;Germany;fc bayern munchen u16;23112;Germany;-;ablösefrei
;;390168;01.07.2021;fc chiasso;510;Switzerland;fc lugano;2790;Switzerland;200 Tsd €;ablösefrei
;;390168;01.07.2019;bsc young boys u21;5508;Switzerland;fc chiasso;510;Switzerland;75 Tsd €;ablösefrei
;;390168;01.07.2017;bsc young boys u18;14438;Switzerland;bsc young boys u21;5508;Switzerland;-;-
;;390168;01.07.2016;bsc young boys u17;32283;Switzerland;bsc young boys u18;14438;Switzerland;-;-
